短评内容,头像,星级评分数,j,用户连接,用户名,是否看过,评论时间
只想说剪辑师是偷听了我的歌单吗，每首BGM都绝了&感情真的好复杂啊，就美好又揪心,https://img2.doubanio.com/icon/u208031846-2.jpg,0,,https://www.douban.com/people/208031846/,木然,看过,"
                    2021-11-04 21:44:26
                "
看别人的故事，更能读懂自己,https://img2.doubanio.com/icon/u173948602-11.jpg,0,,https://www.douban.com/people/173948602/,🍌香蕉牛奶🥛,看过,"
                    2022-02-06 21:55:36
                "
婚姻最真实的模样,https://img2.doubanio.com/icon/u159871601-3.jpg,0,,https://www.douban.com/people/159871601/,一碟肠粉,看过,"
                    2021-11-07 23:15:27
                "
已经有了离婚的知识储备,https://img9.doubanio.com/icon/u133182276-6.jpg,1,,https://www.douban.com/people/133182276/,草莓救星,看过,"
                    2021-10-18 00:04:52
                "
郭柯宇很有才情,https://img9.doubanio.com/icon/u58679165-5.jpg,0,,https://www.douban.com/people/58679165/,离,看过,"
                    2021-11-07 21:04:09
                "
情感的流动和难以描述。每个人都是多面的,https://img2.doubanio.com/icon/u197436378-3.jpg,0,,https://www.douban.com/people/197436378/,木夕,看过,"
                    2021-10-27 18:31:49
                "
国内综艺，多做生活探索比沉沦娱乐要好得多。或许还会有第二季，但未涉其中一季足矣。,https://img1.doubanio.com/icon/u153871193-9.jpg,1,,https://www.douban.com/people/153871193/,🥨,看过,"
                    2021-10-13 20:29:24
                "
好看，这综艺很下饭emmmmmm每一期都好好哭呜呜呜呜呜呜 从中学习到了很多，爱其实不是最后的结果怎样，而是这个过程中你能够感受到那点点滴滴的每一刻。,https://img1.doubanio.com/icon/u217736503-9.jpg,0,,https://www.douban.com/people/217736503/,向日葵的微笑,看过,"
                    2022-01-21 10:50:48
                "
有很多感触很深的点。人是很复杂的，欣赏的优点和痛恨的缺点都可能同时存在在一个人身上。,https://img9.doubanio.com/icon/u79306855-5.jpg,2,,https://www.douban.com/people/79306855/,fffff_,看过,"
                    2021-07-30 14:42:24
                "
超级棒的综艺，我已经很久不看综艺了，因为好多综艺节目都疯疯癫癫毫无营养，但是这个综艺真的教会了我爱和被爱的意义。结局并不是都圆满，但是过程太让人感动了。值得一提的是片头片尾做得賊有感觉，一定要看，五星强推。张贺和郭柯宇要幸福，KK和佟晨洁要幸福，老王和朱雅琼也要各自幸福！我真的哭惨了！,https://img2.doubanio.com/icon/u138875770-1.jpg,0,,https://www.douban.com/people/138875770/,Mr.Jingle,看过,"
                    2021-11-14 02:19:36
                "
爱与分别并不相悖,https://img9.doubanio.com/icon/u188529349-6.jpg,0,,https://www.douban.com/people/188529349/,冷酷无情我最帅,看过,"
                    2021-09-27 11:57:09
                "
芒果的综艺真的蛮不错的   看了这个综艺 感觉节目做的还是蛮用心的  而且比较真实 没那么多套路,https://img2.doubanio.com/icon/u182614569-1.jpg,0,,https://www.douban.com/people/182614569/,无聊星球7号,看过,"
                    2021-10-26 20:52:21
                "
意外的发现，还挺好看的,https://img2.doubanio.com/icon/u202274572-3.jpg,0,,https://www.douban.com/people/202274572/,忘嗝圆,看过,"
                    2021-08-09 05:50:00
                "
直到对的人来,https://img1.doubanio.com/icon/u164285407-9.jpg,0,,https://www.douban.com/people/164285407/,有困难找杨叔叔,看过,"
                    2021-11-01 18:05:23
                "
「不要高估对没有爱的婚姻的容忍度」,https://img2.doubanio.com/icon/u199870153-1.jpg,0,,https://www.douban.com/people/199870153/,NNA,看过,"
                    2021-12-15 02:11:56
                "
很有深度。人物，情感，美景，歌曲和设置，无可挑剔！,https://img2.doubanio.com/icon/u184162956-1.jpg,0,,https://www.douban.com/people/184162956/,Karen可佳,看过,"
                    2021-10-21 18:00:21
                "
peace and love,https://img2.doubanio.com/icon/u152807044-2.jpg,0,,https://www.douban.com/people/152807044/,柒,看过,"
                    2021-11-01 19:16:14
                "
家庭问题永远不一是一个人的问题。,https://img2.doubanio.com/icon/u76114978-3.jpg,0,,https://www.douban.com/people/76114978/,无所谓有无意义,看过,"
                    2021-09-30 11:29:18
                "
真实，从中也学习到很多与伴侣相处时的方式吧,https://img2.doubanio.com/icon/u210109745-2.jpg,1,,https://www.douban.com/people/210109745/,依文,看过,"
                    2021-11-02 20:03:18
                "
满屏的尴尬和虚假,https://img9.doubanio.com/icon/u215623988-5.jpg,1,,https://www.douban.com/people/215623988/,Talisker,看过,"
                    2021-10-01 23:33:32
                "
觉得章贺之间是有感情的，尤其是女方，但她真的不喜欢表达。  老王根本就不爱妻子，他只爱孩子。  另外那对大概率会离，除非女方生孩子，男方对于自己的付出计算的很清楚，需要女方回报的。,https://img2.doubanio.com/icon/u18826314-1.jpg,4,,https://www.douban.com/people/18826314/,懒猫,看过,"
                    2021-08-01 09:35:34
                "
比其他很多恋综更能学会爱,https://img2.doubanio.com/icon/u168870242-1.jpg,0,,https://www.douban.com/people/168870242/,hjkhcg,看过,"
                    2021-08-22 01:48:44
                "
接近素人真人秀了。夫妻我都是查了百科才知道，原来他们也曾是拥有姓名的艺人。,https://img2.doubanio.com/icon/u237568035-1.jpg,0,,https://www.douban.com/people/237568035/,云朵等候月亮.,看过,"
                    2021-09-22 11:26:00
                "
相爱容易，相处难，看完以后，对两性关系相处有非常棒的认知。,https://img9.doubanio.com/icon/u173218330-5.jpg,0,,https://www.douban.com/people/173218330/,辣白菜爱五花肉,看过,"
                    2021-11-05 15:11:10
                "
真情实感得基本追完了。五星给真实，给爱情，给复杂的人性,https://img9.doubanio.com/icon/u196301764-6.jpg,0,,https://www.douban.com/people/196301764/,十口锅,看过,"
                    2021-11-16 23:43:17
                "
还有一集结束，我猜kk佟晨洁在一起，其他两对都不会复合，郭和章这一对与我和前任一样，一样的星座一样的性格，一样的相处模式一样的思维方式，幸好我分手了真的，身在其中的人才知道多可怕。老王呢，悲惨的童年和原生家庭，但是他变成了自己最讨厌的样子，他对朱雅琼就像他妈对他一样，自以为是，把自己认为对的好的强加在他人身上，专断暴政，这点在我身上也有，真的是会变成最讨厌的样子，特别这个讨厌的人是自己的父母，我早就意识到了，解决办法是什么呢？也许是释怀，不要怨恨，而是拥抱自己美好的未来吧。人生没有重新来过，想要什么样的未来都靠自己创造，并且承担后果。适婚年龄的我，感谢这个综艺让我又一次思考了很多，坚定了自己的目标。////////看完了，天蝎双鱼就是虐恋，虐恋，【掐人中】,https://img1.doubanio.com/icon/u216728739-17.jpg,4,,https://www.douban.com/people/216728739/,就是小发吧,看过,"
                    2021-10-13 19:51:56
                "
推荐所有人看，无论单身或者已婚，真的很值得每个人思考,https://img9.doubanio.com/icon/u146242300-4.jpg,0,,https://www.douban.com/people/146242300/,曹姑娘🎈,看过,"
                    2021-10-30 10:32:22
                "
不错 看完就分手了,https://img9.doubanio.com/icon/u142126652-6.jpg,0,,https://www.douban.com/people/142126652/,一只甲子,看过,"
                    2022-02-09 20:15:22
                "
虽然很多很多不足，但仍然有很多很多感动的地方，本以为结局有没有复婚不重要，有没有剧本也不重要，主要想看个过程，但最后郭柯扑向章贺那一下真的破防了/,https://img2.doubanio.com/icon/u159488776-2.jpg,0,,https://www.douban.com/people/159488776/,Jingjing,看过,"
                    2021-10-22 14:20:33
                "
力荐，期待第二季,https://img2.doubanio.com/icon/u143751468-2.jpg,0,,https://www.douban.com/people/143751468/,咪咪虾条,看过,"
                    2022-01-03 22:32:53
                "
2021，我的年度最佳。强烈的感受到了节目组的用心。真的好谢谢这个夏天有这样有温度和思想的节目，也庆幸这份感动延续到了初冬。节目组的手写信太动人了，屏幕前的我也不自觉的跟着躺了泪。如果可以一直做下去，我也期待可以跟你们一起，一路寻找，一路收获爱与希望。,https://img3.doubanio.com/icon/u156240111-10.jpg,1,,https://www.douban.com/people/156240111/,0809,看过,"
                    2021-10-21 13:50:46
                "
很好看，哭得稀里哗啦,https://img2.doubanio.com/icon/u119832993-2.jpg,0,,https://www.douban.com/people/119832993/,吉吉,看过,"
                    2021-10-22 20:49:10
                "
看这档节目的时候已经更完了，是被网络热度带进来的。对于情感类综艺，最怕的是综艺感太强而真诚和真实不足。 今年刚刚结束第二次新疆旅行，看着节目里那些美丽而熟悉的风景下演绎着他人的悲喜故事，很奇妙的感觉。旅行，真的是一种远离生活又释放自我的方式，看着三对夫妻从最初的对外界的拘谨试探到慢慢打开释放真实自我，生动而又真实的六个人展现出来。其实没有人能对别人的感情生活说三道四，婚姻如饮水，冷暖自知。作为观众，能从别人的故事看到自己，反省自己是最好的解读。 对于节目组文案以及画面，配乐的能力深感叹服，真是非常有才华的年轻人啊。在视频年代，还能让人感受到文字的力量，真好。芒果台的综艺依然是国内顶尖的，希望多出一些原创好综艺。,https://img2.doubanio.com/icon/u121276189-1.jpg,0,,https://www.douban.com/people/121276189/,enjoy,看过,"
                    2021-11-28 13:56:41
                "
用真实的状态生活，成本最低。,https://img2.doubanio.com/icon/u197212758-1.jpg,0,,https://www.douban.com/people/197212758/,熊小允,看过,"
                    2021-10-20 23:56:21
                "
人生有很多错觉。其中最扎心的一条是：我们总以为自己爱的人「永远不会离开」,https://img2.doubanio.com/icon/u119275336-2.jpg,1,,https://www.douban.com/people/119275336/,山丘,看过,"
                    2021-10-21 23:45:00
                "
看一半吃到瓜之后就没了前几期追着看的热情，断断续续到今天终于看完了，就不论节目外的是是非非了，还是愿意相信他们每个人在其中的每个当下的感受都是真实的。最后章柯俩人太有电影感了，柯姐也是不再紧绷放任自己跟着感觉走的状态，姐姐多拍戏吧！,https://img9.doubanio.com/icon/u185021498-26.jpg,0,,https://www.douban.com/people/185021498/,嘻嘻,看过,"
                    2021-11-29 22:51:03
                "
"真的所有的恋爱综艺都让我看的沉浸。感觉和换乘很像啊，但是本土化改造成离婚恋人了。我感觉每一期的嘉宾有些似乎没有能够发挥作用，其他作用的话也是关于剖析离婚的原因。最后结束的有点仓促。整体还可以，环节设计都有按照心理学的一些方法。

很爱郭柯宇，羡慕她人生的开阔视野",https://img2.doubanio.com/icon/u208931407-1.jpg,0,,https://www.douban.com/people/208931407/,杨柳堆烟照夏韵,看过,"
                    2021-11-20 18:43:47
                "
很好看 但是是不是剧本啊55555,https://img2.doubanio.com/icon/u174096419-31.jpg,0,,https://www.douban.com/people/174096419/,Cecilia Yang,看过,"
                    2022-03-28 00:02:51
                "
女人嫁的是爱和心，男人娶的是生活。,https://img2.doubanio.com/icon/u185304839-2.jpg,4,,https://www.douban.com/people/185304839/,空,看过,"
                    2021-08-30 19:33:55
                "
给了我一些结婚勇气吧，婚姻只是爱的某一种形式，是爱的延续，不是起点，也不是终点。,https://img2.doubanio.com/icon/u141065373-1.jpg,0,,https://www.douban.com/people/141065373/,啦啦啦,看过,"
                    2022-03-20 22:04:41
                "
芒果台认真制作的节目，挺有质感，文案都很高级,https://img2.doubanio.com/icon/u230362169-1.jpg,0,,https://www.douban.com/people/230362169/,You游,看过,"
                    2021-09-22 10:53:05
                "
年度最佳综艺 没有之一,https://img3.doubanio.com/icon/u136268838-10.jpg,0,,https://www.douban.com/people/136268838/,Aisleee,看过,"
                    2021-10-21 01:16:51
                "
你最好对我一点感觉都没有，因为只要有那么一点点，你将会后悔你什么都没有对我说。😭😭😭,https://img1.doubanio.com/icon/u208744206-28.jpg,0,,https://www.douban.com/people/208744206/,知食分子,看过,"
                    2021-11-10 14:13:12
                "
嘉宾哭、弹幕哭，大家都在看别人的生活为自己的故事流泪。字幕、滤镜都很舒服，真好啊，可以去新疆旅游，希望各组夫妻最后都能幸福，无论是不是在一起。后面几集在没有环境的刺激下，人物关系进入死局，结尾那一抱真的🉑️,https://img2.doubanio.com/icon/u178399903-3.jpg,0,,https://www.douban.com/people/178399903/,伏吟,看过,"
                    2021-08-10 16:25:24
                "
多些这样的内容，周围会平实些。平实在丰富,https://img2.doubanio.com/icon/u40814910-1.jpg,1,,https://www.douban.com/people/40814910/,牧童,看过,"
                    2021-11-01 15:17:19
                "
“不要高估自己对没有爱情婚姻的容忍程度。”,https://img2.doubanio.com/icon/u183708844-1.jpg,0,,https://www.douban.com/people/183708844/,豆油都有,看过,"
                    2021-12-18 16:27:04
                "
挺不错的，哭了两天了……喜欢佟晨洁，思维清晰做事坚定，看她red书上面分享的书籍，再看朱雅琼分享的，朱还是踏实成长吧。最大的收获是一定要表达爱，没有人不喜欢被明确的爱意包围，爱憋在心里也是会枯萎的，一定要表达，像佟K一样，爱才能滋养人。我本身比较像郭柯宇的性格，慢且敏感，很别扭的一个人，我也常在等别人的爱，等别人的那种确定，就像章贺说，尽管外表冷若冰霜但他也是渴望别人去推开他那扇门的。决定爱一个人就不遗余力地去推那扇门吧。最惊讶的是王秋雨，开始觉得他太老派太无趣了，后来慢慢看到他的改变，听他说童年对他造成的影响，还是挺心疼他的。王朱有过那么好的爱情，最后还是分崩离析，太唏嘘了。出第二季还是会追的。,https://img9.doubanio.com/icon/u68801686-6.jpg,1,,https://www.douban.com/people/68801686/,青慈,看过,"
                    2021-10-28 01:19:27
                "
人间清醒 胡彦斌 佟晨洁,https://img2.doubanio.com/icon/u230314304-2.jpg,0,,https://www.douban.com/people/230314304/,空🍀,看过,"
                    2021-10-17 15:57:42
                "
全程在讲：“已经碎成太多块，要怎么拼凑跟重来”。裂缝很正常，破碎也存在。但夫妻之间彼此的意愿才是最最最重要的。你还愿意拼么？ 今天还没腾出时间看最后一期，可已经刷到结局。哎！太感慨了！这节目从头至尾看得我脑仁疼，每期都哭得很大声··· 很棒的企划，给了他们一个重新思考的机会，也给了我们一个观察和学习机会。满分推荐！ 完结了！手写信好温暖！节目组真的有心了！还有！QQ音乐有官方歌单，太用心了，每一期出现的全部背景音乐都放上了！谢谢节目组细致周到的一切！,https://img2.doubanio.com/icon/user_normal_f.jpg,0,,https://www.douban.com/people/174052125/,一吱云,看过,"
                    2021-10-20 17:03:57
                "
好久没有一个综艺让我想这么一口气追下来……,https://img9.doubanio.com/icon/u155607995-6.jpg,1,,https://www.douban.com/people/155607995/,甜甜的沃柑,看过,"
                    2021-09-20 13:20:07
                "
呜呜呜呜呜呜呜,https://img2.doubanio.com/icon/u128782285-2.jpg,0,,https://www.douban.com/people/128782285/,xxxx,看过,"
                    2021-10-29 11:55:26
                "
"第一档离婚真人秀 想看 有的时候，可以从问题出发，去寻找对的方向。

看了三期，觉得做的非常深刻的节目

后来没看完，标记一下看过吧。",https://img2.doubanio.com/icon/u172020812-3.jpg,0,,https://www.douban.com/people/172020812/,陈茉有话说,看过,"
                    2021-12-24 18:18:34
                "
1、新疆风景好美，想去旅行； 2、不要高估自己对没有爱情的婚姻的承受能力。,https://img1.doubanio.com/icon/user_normal.jpg,1,,https://www.douban.com/people/84093605/,读书懂理,看过,"
                    2021-08-30 09:43:13
                "
爱与时间的消长。石钟山里的回声。,https://img2.doubanio.com/icon/u168977691-3.jpg,3,,https://www.douban.com/people/168977691/,李让眉,看过,"
                    2021-10-27 23:35:32
                "
最欣赏的点是这部综艺节目从始至终都没有否定任何人做的任何选择，尊重每个人的想法。,https://img2.doubanio.com/icon/u200855569-1.jpg,0,,https://www.douban.com/people/200855569/,一瓶儿,看过,"
                    2021-11-01 13:45:26
                "
学习，改变,https://img2.doubanio.com/icon/u212539818-1.jpg,0,,https://www.douban.com/people/212539818/,勤换微博名啊,看过,"
                    2021-10-30 06:35:57
                "
看完暴风哭泣 体会很多 让我对爱情更加了解 感情是复杂的 人是复杂的 愿人人都能真诚面对自己 善意对待爱人 就算再见 也是难忘的回忆 不枉此生！,https://img2.doubanio.com/icon/u83096421-2.jpg,0,,https://www.douban.com/people/83096421/,浅川凉奈,看过,"
                    2021-10-21 01:10:15
                "
很好的综艺，集体旅行的过程中有很多对以往家庭生活中事件的探讨，可新疆之行于他们而言可以不顾日常中的琐碎集中精力于思考婚姻，这样的状态伴随旅行结束也会改变，他们的复合/诀别在恢复日常后是否还是适用？,https://img9.doubanio.com/icon/u179208140-5.jpg,0,,https://www.douban.com/people/179208140/,布里,看过,"
                    2021-08-18 14:32:31
                "
棒极了！,https://img1.doubanio.com/icon/user_normal.jpg,0,,https://www.douban.com/people/241185177/,thuylinh,看过,"
                    2021-08-11 19:34:55
                "
在这段时间看这个综艺真的学到了非常多东西，对爸妈和我以后可能的亲密关系有了更全面的认识。最喜欢佟晨洁。执中老师还是一如既往地一针见血。关系的结束并不可怕，难得的是在这段经历中有所收获，怀着感恩积极前行，好聚好散。,https://img2.doubanio.com/icon/u157689186-2.jpg,0,,https://www.douban.com/people/157689186/,Amanda,看过,"
                    2021-11-06 16:15:35
                "
看完了三个姐姐都喜欢,https://img2.doubanio.com/icon/u168297105-2.jpg,0,,https://www.douban.com/people/168297105/,心光,看过,"
                    2021-10-22 16:46:38
                "
真实生活比所有讲爱情的影视作品都动人。最后一集郭柯和老章，那个拥抱 我瞬间泪奔！希望所有的爱都能被及时传达到,https://img2.doubanio.com/icon/u95538554-1.jpg,0,,https://www.douban.com/people/95538554/,小熊的蜜瓜,看过,"
                    2021-10-24 20:28:49
                "
看到了很多自己在感情上的问题，有反思有参考,https://img2.doubanio.com/icon/u192110828-3.jpg,0,,https://www.douban.com/people/192110828/,不要被我锤死,看过,"
                    2021-10-21 23:12:48
                "
真实的生活往往是成本最低 收获最大的 这句话触动很大 希望我们都可以勇敢真实的面对生活吧 面对爱与不爱 过去和未来 诚实面对自己 发现其实并没有什么好与不好的 ,https://img2.doubanio.com/icon/u182453785-1.jpg,0,,https://www.douban.com/people/182453785/,晚上不要喝奶茶,看过,"
                    2021-10-21 16:53:24
                "
谢谢小红书学习博主的推荐，让我又发现档宝藏综艺呜呜呜,https://img2.doubanio.com/icon/u204483900-3.jpg,0,,https://www.douban.com/people/204483900/,今天要吃什么呢,看过,"
                    2022-02-16 13:36:42
                "
算是比较好的综艺了，感触最多的还是郭老师和章贺这一对，两个人都心墙太重，嘴太硬，误解太深了，纵然有爱也经不起这么消耗吧。KK能给佟提供情绪价值，老王能给小朱生活上的照顾，而章贺呢都没有，两人深层次的情感交流在十年的生活中很少，表达方式也不一样，郭柯倾向于细节性的表达，而章贺想要的却是简单直接的回答，这种差异让两个人的交流越来越少，感觉郭老师更喜欢精神契合的伴侣，两个人是真爱过吧，但真的是不太合适。,https://img2.doubanio.com/icon/u137536065-3.jpg,0,,https://www.douban.com/people/137536065/,灯火、阑珊处,看过,"
                    2021-10-23 11:44:56
                "
最后一期哭惨我了，这是我哭的最厉害的综艺,https://img2.doubanio.com/icon/u220969585-1.jpg,0,,https://www.douban.com/people/220969585/,烦不烦啊,看过,"
                    2021-10-18 22:09:01
                "
可以年度最佳了！,https://img9.doubanio.com/icon/u144163982-15.jpg,1,,https://www.douban.com/people/144163982/,五月限定,看过,"
                    2021-10-31 18:39:17
                "
最后一期真的看的我超感动，真的感谢三对夫妻愿意很坦诚的展示真我，然后给我们也带来很多启示,https://img2.doubanio.com/icon/u192121528-3.jpg,1,,https://www.douban.com/people/192121528/,感知ting,看过,"
                    2021-10-27 14:00:15
                "
是好看的 喜欢郭姐,https://img3.doubanio.com/icon/u233078447-10.jpg,1,,https://www.douban.com/people/233078447/,光之飞盾,看过,"
                    2021-08-25 23:09:58
                "
每一集都会哭，又残酷又温暖,https://img2.doubanio.com/icon/u218722660-2.jpg,0,,https://www.douban.com/people/218722660/,陈皮红豆,看过,"
                    2021-11-23 20:22:08
                "
如果爱，请深爱！,https://img1.doubanio.com/icon/u145593821-7.jpg,0,,https://www.douban.com/people/145593821/,木玲,看过,"
                    2021-10-24 17:31:03
                "
"[看完最后一期我不嗑了[苦涩]我本来以为是言情小说虐文男女主，两只刺猬怎么学会拥抱的故事[苦涩]看完最后一期发现，女主卸下心防的那一刻，男主还是没有读懂女主，男主的那句“我懂”，请问你真的懂嘛？好悲哀

这个故事还是BE了

心疼郭柯宇那句“我有的时候是开玩笑，有的时候我只想开玩笑” ",https://img9.doubanio.com/icon/u82521383-6.jpg,0,,https://www.douban.com/people/qrqrqr0077/,爱笑的傻啾,看过,"
                    2021-10-26 00:23:07
                "
讲真，国产剧编剧能有这水平的话，不用愁了。我不是很在意究竟有无剧本，因为有些动人的瞬间是演不出来的。这也就是真情流露才会有的珍贵。献给那些凭着一腔孤勇在爱里翻腾挣扎的人们。,https://img1.doubanio.com/icon/u69767763-7.jpg,2,,https://www.douban.com/people/69767763/,尼布布,看过,"
                    2021-10-20 21:34:25
                "
目前三集看下来，我会更懂得我想要的是什么,https://img9.doubanio.com/icon/u176789012-4.jpg,3,,https://www.douban.com/people/176789012/,111,看过,"
                    2021-08-16 13:52:30
                "
看第六期和最后一期，会员到期,https://img2.doubanio.com/icon/u184781702-2.jpg,0,,https://www.douban.com/people/184781702/,hawthorns,看过,"
                    2021-10-25 19:54:25
                "
直面矛盾，勇敢地剖析问题，才能解决问题，最后也可以相互放手祝幸福。,https://img2.doubanio.com/icon/u103072817-1.jpg,0,,https://www.douban.com/people/103072817/,wq,看过,"
                    2021-10-26 23:48:26
                "
胡彦斌说出了我的心声哈哈哈，虽然我母单30年，但是对婚姻这个事情我还是很憧憬的，希望能早日遇到合适的另一半，虽然还没结，但也提前来看节目上课咯。,https://img2.doubanio.com/icon/u236600035-3.jpg,3,,https://www.douban.com/people/236600035/,发姐疯,看过,"
                    2021-07-29 12:43:34
                "
可能是近两年看过的最喜欢的综艺了吧。配的文案很漂亮，节目方向没有浮夸化，看的到人性之间的善意、和解和宽慰。,https://img1.doubanio.com/icon/u178332375-9.jpg,3,,https://www.douban.com/people/178332375/,赵舟,看过,"
                    2021-10-06 15:01:25
                "
这样一部综艺居然能拍摄成功……立意新意都有。边看边惊叹，哇原来还有这样的人这样的相处，才知道世界之大，珍惜眼前人。有时候看的津津有味，有时候感慨感情真麻烦～,https://img2.doubanio.com/icon/u208594531-1.jpg,0,,https://www.douban.com/people/208594531/,范晓晓,看过,"
                    2021-08-30 22:37:48
                "
其实看到最后我最关心的郭柯宇那对，最后还是在一起了，王秋雨还是不要和好了，他完全不懂爱，也不会爱，kk和佟晨洁根本不会分开，因为他们还是很相爱。,https://img2.doubanio.com/icon/u187618650-1.jpg,0,,https://www.douban.com/people/187618650/,紫焱,看过,"
                    2021-10-21 13:47:00
                "
风景和文案都很赞，看完好想去旅游….三位女生身上都有让我欣赏的点，郭柯宇的恬静浪漫，佟晨洁的成熟妥帖，和朱雅琼天马行空的天真。反观男性，真的一度看不下去他们的种种陋习。感觉这三对最大的问题就是思想不在一个层面，女性在成长，男性却在原地踏步。 P.s.最后相拥的画面也太美了吧,https://img3.doubanio.com/icon/u72289212-10.jpg,0,,https://www.douban.com/people/72289212/,六分甜,看过,"
                    2021-10-21 02:35:31
                "
"喜欢电影《婚姻故事》的朋友，一定要看《再见爱人》。

婚姻和爱情里，除了甜蜜、浪漫、温馨与激情，或许还有苦涩、无力、甚至难堪的部分。感情不是1+1=2这样简单的数学题，它是各种细微组成的产物。

愿每桩婚姻里都因爱情而起，且始终保有爱情。
愿“试探”仅存在关系不确定前，在确认关系后能保持坦诚。
愿当爱消失殆尽，在分手时，也能不留遗憾。
",https://img2.doubanio.com/icon/u218602224-2.jpg,0,,https://www.douban.com/people/218602224/,今天吃啥子,看过,"
                    2021-10-23 22:19:22
                "
很真实！直面问题！真的很好看！好爱这样走心的制作，这样棒的节目请多来一打！会员一只安排着！芒果勇敢冲！,https://img2.doubanio.com/icon/u208637856-3.jpg,0,,https://www.douban.com/people/208637856/,乌博日科,看过,"
                    2021-10-20 23:31:29
                "
非常让人感动且非常真情实感的一部综艺。作为一个旁观者，看走在婚姻边缘的他们。郭柯和章贺是让人很惋惜的一对，总觉得他们似乎不在同一个频率上，一而再再而三地错过。佟姐姐真的是全剧的人间清醒，她其实很明白自己在婚姻中想要的是什么，也在尽全力地去平衡，这可能也是为什么她和魏巍能够成为唯一HE的一对吧。,https://img1.doubanio.com/icon/u185694393-8.jpg,0,,https://www.douban.com/people/185694393/,布吉岛岛主,看过,"
                    2022-01-03 23:34:42
                "
结局永远都不是最重要的 重要的还是当下那一刻的感觉与否 新疆太美了 暴风哭泣的几个月 期待下一季,https://img9.doubanio.com/icon/u171950805-4.jpg,0,,https://www.douban.com/people/171950805/,无意义的事,看过,"
                    2022-01-07 01:19:10
                "
我是沈奕斐老师的粉丝，冲着她开的会员。在看完两集之后，真香。首先，是观察室的嘉宾，胡彦斌的观点输出很有意思，刷新了我对他的认知，他也是个有意思的人儿啊。黄执中正常输出就已经很不错了。然后是沈老师，句句点评到位，社会学大姐大不是白当的。孙怡跟郭采洁应该是代表着感性、知性的那一类，主要是情感输出吧。男女嘉宾也选的好，我在那个47岁的男嘉宾上找到了我的影子，期待后续故事线的展开。,https://img2.doubanio.com/icon/u183123992-13.jpg,1,,https://www.douban.com/people/183123992/,一个温暖的男人,看过,"
                    2021-08-07 09:52:52
                "
"我们唱过“情到深处人孤独”；
也听过“迂回一句晚安，多情人却自找难堪”；

大多数人总容易陷入情绪沼泽，想听自己心中的答案，或是渴望别人理解自己的“弦外之音”。

但大多数人又是自相矛盾的，执着于接收，却吝啬于给予，觉得那是违背本心，不足以真诚。

我不相信一个节目能改变任何人的沟通方式。他们能够好好道别，就已经很好。",https://img9.doubanio.com/icon/u82813877-4.jpg,0,,https://www.douban.com/people/82813877/,无名浪潮,看过,"
                    2021-12-09 23:37:14
                "
每一集都戳中泪点。,https://img9.doubanio.com/icon/u194281455-4.jpg,0,,https://www.douban.com/people/194281455/,她的国,看过,"
                    2022-01-04 00:31:55
                "
从爱到不爱  很真实。,https://img9.doubanio.com/icon/u186729641-25.jpg,0,,https://www.douban.com/people/186729641/,沐戈,看过,"
                    2021-10-31 19:37:36
                "
看这个节目的过程中思考了很多，关于爱情，关于婚姻，关于自我成长。好爱三位女嘉宾，柔软，真诚，勇敢。,https://img9.doubanio.com/icon/u147102782-5.jpg,0,,https://www.douban.com/people/147102782/,Mui,看过,"
                    2021-10-27 22:42:30
                "
很难不共情,https://img2.doubanio.com/icon/u190719519-12.jpg,0,,https://www.douban.com/people/190719519/,恋丑癖(治疗中,看过,"
                    2021-10-10 09:20:06
                "
诚实、勇敢地面对自己，面对爱人眼里的自己，以及平静地交流沟通。每个人都会遇到不同的“爱”，即使分开，也不要轻易评价“爱”、定义“爱”。,https://img3.doubanio.com/icon/u179318469-10.jpg,0,,https://www.douban.com/people/179318469/,hyggetai,看过,"
                    2021-10-27 03:25:45
                "
太爱郭柯宇和章贺这一对了,https://img9.doubanio.com/icon/u183179494-4.jpg,0,,https://www.douban.com/people/183179494/,tdbxwjdy,看过,"
                    2021-10-30 19:08:20
                "
对于正在失恋的，曾经失恋的人，是一个很好治愈的“心灵”节目…很感激这个节目，给了我自己很多感悟和反思…我愿称之为中国近10年好的综艺节目,https://img2.doubanio.com/icon/u161197065-1.jpg,0,,https://www.douban.com/people/161197065/,Malipower,看过,"
                    2021-10-21 01:16:54
                "
珍惜身边人，总是有原因的❤️,https://img2.doubanio.com/icon/u172823417-1.jpg,0,,https://www.douban.com/people/172823417/,Sunflower,看过,"
                    2021-10-26 09:03:12
                "
理解老王了,https://img2.doubanio.com/icon/u140869430-1.jpg,0,,https://www.douban.com/people/140869430/,🤔tina,看过,"
                    2021-11-24 00:10:29
                "
我居然被这个离婚节目，治愈了。追完整季更期待未来的婚姻生活了，真的。,https://img1.doubanio.com/icon/u44015907-17.jpg,0,,https://www.douban.com/people/44015907/,橘子,看过,"
                    2022-02-05 23:48:54
                "
没结婚的我挺不敢面对婚姻的，因为家人亲人不幸福的比例好高呀，所以一直都在逃避，这个节目挺好的，让我们直接面对婚姻的问题，这样才能解决问题,https://img1.doubanio.com/icon/user_normal.jpg,3,,https://www.douban.com/people/204990393/,豆友204990393,看过,"
                    2021-07-28 14:18:29
                "
